propid,price,lnprice,advance,age,bathroom,bedroom,buyage,centheat,chelec,chepart,chgas,chgpart,chnone,floorm2,ftbuyer,greastings,grnorthing,laarea,labad,lagood,lea,pdetach,pflat,psemi,pterrace,popdens,prkdouble,prknone,prksingle,prkspace,tenfree,tenlease
198,224000,12,65000,66,1,3,31,1,0,0,1,0,0,112,1,513428,187917,0,0,0,310,0,0,1,0,23,0,0,1,0,1,0
199,128500,12,122000,66,1,2,29,1,0,0,1,0,0,72,1,513462,173307,1,0,1,318,0,0,0,1,8,0,0,0,1,1,0
200,126000,12,113000,14,1,2,34,1,0,0,1,0,0,62,0,513517,186712,0,0,0,310,0,0,0,1,46,0,0,0,1,1,0
201,152000,12,110000,66,1,3,28,1,0,0,1,0,0,105,1,513559,181669,0,0,0,307,0,0,1,0,35,0,1,0,0,1,0
202,128000,12,64000,111,1,3,47,1,0,0,1,0,0,88,0,513621,175323,0,0,0,313,0,0,1,0,17,0,1,0,0,1,0
203,149000,12,75000,71,1,3,36,1,0,0,1,0,0,86,0,513667,181679,0,0,0,307,0,0,0,1,31,0,1,0,0,1,0
204,87950,11,83552,17,1,1,27,1,0,0,1,0,0,47,1,513680,186191,0,0,0,310,0,1,0,0,23,0,0,0,1,0,1
205,150000,12,30250,101,1,3,38,0,0,0,0,0,1,118,0,513696,174846,0,0,0,313,0,0,1,0,32,0,0,1,0,1,0
206,160000,12,144000,71,1,4,38,1,0,0,1,0,0,139,1,513705,186655,0,0,0,310,0,0,0,1,28,0,1,0,0,1,0
207,240000,12,75000,66,1,3,62,1,0,0,1,0,0,124,0,513706,177089,0,0,0,313,0,0,1,0,23,0,0,1,0,1,0
208,257000,12,140000,66,1,4,43,1,0,0,1,0,0,142,0,513744,173775,0,0,0,318,0,0,1,0,22,0,0,1,0,1,0
209,145000,12,137750,66,1,3,39,1,0,0,1,0,0,90,1,513847,182500,0,0,0,307,0,0,0,1,15,0,0,0,1,1,0
210,118000,12,45000,23,1,2,41,2,1,0,0,0,0,52,0,513870,188455,0,0,0,310,0,1,0,0,21,0,0,0,1,0,1
211,125000,12,118750,16,1,1,29,1,0,0,1,0,0,45,1,513880,171309,0,0,0,318,0,1,0,0,19,0,0,0,1,0,1
212,130000,12,97500,68,1,2,57,1,0,0,1,0,0,88,0,513906,185147,0,0,0,307,0,0,0,1,25,0,0,0,1,1,0
213,160000,12,83863,51,1,2,27,1,0,0,1,0,0,103,0,513946,174606,0,0,0,313,0,0,0,1,35,0,1,0,0,1,0
214,88000,11,82950,71,1,1,36,1,0,0,1,0,0,42,1,513968,188228,0,0,0,310,0,1,0,0,34,0,0,1,0,0,1
215,156000,12,56000,71,1,3,23,1,0,0,1,0,0,97,0,513978,187050,0,0,0,310,0,0,1,0,33,0,0,1,0,1,0
216,167000,12,79450,66,1,3,51,1,0,0,1,0,0,104,0,513984,186236,0,0,0,310,0,0,1,0,25,0,0,0,1,1,0
217,106000,12,100700,96,1,1,36,1,0,0,1,0,0,75,1,514097,174349,0,0,0,318,0,1,0,0,27,0,1,0,0,0,1
218,379950,13,150000,66,1,3,53,1,0,0,1,0,0,175,0,514114,170389,0,0,0,318,0,0,1,0,13,0,0,0,1,1,0
219,71000,11,33000,41,1,3,50,1,0,0,1,0,0,70,1,514132,181119,0,0,0,307,0,1,0,0,56,0,1,0,0,0,1
220,410000,13,85000,66,3,3,59,1,0,0,1,0,0,145,0,514148,171482,0,0,0,318,1,0,0,0,25,0,0,1,0,1,0
221,115000,12,109000,71,1,2,33,1,0,0,1,0,0,53,1,514156,174195,0,0,0,318,0,1,0,0,40,0,1,0,0,0,1
222,115000,12,109200,71,1,2,29,1,0,0,1,0,0,61,1,514164,190316,0,0,0,310,0,1,0,0,18,0,0,0,1,0,1
223,164000,12,20000,71,1,3,40,1,0,0,1,0,0,124,0,514200,185586,0,0,0,307,0,0,1,0,18,0,0,0,1,1,0
224,179950,12,80280,91,1,3,30,1,0,0,1,0,0,96,0,514217,187810,0,0,0,310,0,0,0,1,9,0,1,0,0,1,0
225,247000,12,80000,101,1,3,52,1,0,0,1,0,0,120,0,514239,171068,0,0,0,318,0,0,1,0,35,0,1,0,0,1,0
226,382500,13,50000,26,1,3,50,1,0,0,1,0,0,181,0,514279,169527,0,0,0,318,0,0,0,1,5,1,0,0,0,0,1
227,149000,12,119000,71,1,3,28,1,0,0,1,0,0,94,0,514288,184615,0,0,0,307,0,0,1,0,10,0,0,1,0,1,0
228,152000,12,105000,66,1,3,48,1,0,0,1,0,0,77,0,514366,172404,0,0,0,318,0,0,1,0,29,0,0,0,1,1,0
229,109000,12,50000,36,1,1,30,2,1,0,0,0,0,44,1,514375,175886,0,0,0,313,0,1,0,0,28,0,0,1,0,0,1
230,138000,12,40016,51,1,3,30,1,0,0,1,0,0,97,0,514378,179383,0,0,0,307,0,0,0,1,2,0,0,1,0,1,0
231,120000,12,60000,51,1,3,43,1,0,0,1,0,0,108,0,514390,191336,0,0,0,310,0,0,1,0,10,0,1,0,0,1,0
232,173000,12,136000,71,1,3,34,1,0,0,1,0,0,111,0,514394,188530,0,0,0,310,0,0,0,1,45,0,1,0,0,1,0
233,114500,12,100000,24,1,2,28,6,0,1,0,0,0,83,1,514398,171222,0,0,0,318,0,1,0,0,43,0,1,0,0,0,1
234,92000,11,82800,66,1,2,34,0,0,0,0,0,1,57,1,514398,182995,0,0,0,307,0,1,0,0,29,0,1,0,0,0,1
235,107500,12,102125,12,1,2,27,0,0,0,0,0,1,63,1,514428,175468,0,0,0,313,0,1,0,0,62,0,0,0,1,0,1
236,155000,12,139500,71,1,3,39,1,0,0,1,0,0,108,1,514434,172314,0,0,0,318,0,0,0,1,35,0,0,0,1,1,0
237,124000,12,111600,71,1,2,24,1,0,0,1,0,0,63,1,514481,187702,0,0,0,310,0,1,0,0,31,0,1,0,0,0,1
238,168500,12,135500,91,1,3,31,1,0,0,1,0,0,87,1,514481,187702,0,0,0,310,0,0,0,1,31,0,1,0,0,1,0
239,154000,12,111000,51,1,2,31,1,0,0,1,0,0,63,0,514534,172917,0,0,0,318,0,1,0,0,37,0,1,0,0,0,1
240,109950,12,104000,71,1,1,30,2,1,0,0,0,0,56,1,514551,171263,0,0,0,318,0,1,0,0,5,0,1,0,0,0,1
241,118500,12,92500,71,1,3,32,1,0,0,1,0,0,72,0,514567,182321,0,0,0,307,0,1,0,0,27,0,0,0,1,0,1
242,108500,12,103075,16,1,2,27,1,0,0,1,0,0,49,1,514576,188101,0,0,0,310,0,1,0,0,58,0,0,0,1,0,1
243,144000,12,129600,101,1,3,34,1,0,0,1,0,0,95,1,514584,175803,1,1,0,313,0,0,0,1,19,0,0,1,0,1,0
244,161000,12,110000,71,1,3,27,1,0,0,1,0,0,121,1,514599,190750,0,0,0,310,0,0,0,1,27,0,0,1,0,1,0
245,156000,12,140350,66,1,3,38,1,0,0,1,0,0,94,0,514617,174804,0,0,0,313,0,0,0,1,28,0,0,1,0,1,0
246,160000,12,109150,31,1,3,33,1,0,0,1,0,0,92,0,514622,189144,0,0,0,310,0,0,1,0,33,0,0,1,0,1,0
247,122000,12,102000,66,1,2,30,5,0,0,0,1,0,60,1,514624,172216,0,0,0,318,0,0,0,1,35,0,0,1,0,1,0
248,140000,12,133000,121,1,2,27,1,0,0,1,0,0,60,1,514696,171141,0,0,0,318,0,1,0,0,17,0,1,0,0,0,1
249,87750,11,78750,13,1,1,50,1,0,0,1,0,0,37,0,514732,190056,0,0,0,310,0,1,0,0,24,0,0,0,1,0,1
250,230000,12,71303,43,1,3,31,1,0,0,1,0,0,91,0,514772,171603,0,0,0,318,0,0,1,0,40,0,0,1,0,1,0
251,150000,12,45211,65,1,3,27,0,0,0,0,0,1,80,0,514894,190776,0,0,0,310,0,0,1,0,24,0,0,0,1,1,0
252,99950,12,94950,91,1,1,30,0,0,0,0,0,1,52,0,514901,172817,0,0,0,318,0,1,0,0,28,0,1,0,0,0,1
253,225000,12,168000,101,1,3,28,1,0,0,1,0,0,96,0,514933,171480,0,0,0,318,0,0,0,1,54,0,1,0,0,1,0
254,149000,12,110000,66,1,3,33,1,0,0,1,0,0,85,0,514940,185007,0,0,0,307,0,0,0,1,31,0,0,0,1,1,0
255,155000,12,120000,69,1,3,31,1,0,0,1,0,0,84,1,514969,172463,0,0,0,318,0,1,0,0,39,0,1,0,0,0,1
256,175000,12,65000,71,1,3,40,1,0,0,1,0,0,97,0,515025,181557,0,0,0,307,0,0,1,0,40,1,0,0,0,1,0
257,122500,12,100000,51,1,2,33,1,0,0,1,0,0,81,0,515029,181724,0,0,0,307,0,1,0,0,39,0,1,0,0,0,1
258,175000,12,50000,66,1,3,47,1,0,0,1,0,0,92,0,515055,175742,0,0,0,313,0,0,1,0,30,0,1,0,0,1,0
259,142500,12,132500,36,1,2,23,1,0,0,1,0,0,70,1,515062,172681,0,0,0,318,0,1,0,0,34,0,0,0,1,0,1
260,152500,12,122500,101,1,2,26,1,0,0,1,0,0,90,1,515117,188375,0,0,0,310,0,0,0,1,41,0,1,0,0,1,0
261,327000,13,261000,7,3,4,37,1,0,0,1,0,0,140,0,515156,187306,0,0,0,310,0,0,0,1,20,0,0,1,0,0,1
262,122000,12,115900,31,1,2,40,1,0,0,1,0,0,80,1,515160,176838,0,0,0,313,0,1,0,0,29,0,1,0,0,0,1
263,202000,12,141000,66,1,3,43,1,0,0,1,0,0,94,0,515168,175867,0,0,0,313,0,0,0,1,21,1,0,0,0,1,0
264,102000,12,91800,91,1,1,26,1,0,0,1,0,0,70,1,515172,181877,0,0,0,307,0,1,0,0,13,0,1,0,0,0,1
265,197000,12,155000,101,1,2,35,1,0,0,1,0,0,85,0,515175,173294,0,0,0,318,0,0,0,1,23,0,1,0,0,1,0
266,278000,13,167000,101,1,3,44,1,0,0,1,0,0,128,0,515196,173243,0,0,0,318,0,0,1,0,23,0,0,1,0,1,0
267,95000,11,90250,101,1,2,28,1,0,0,1,0,0,61,1,515219,189706,0,0,0,310,0,1,0,0,30,0,1,0,0,0,1
268,250000,12,80000,111,1,3,37,1,0,0,1,0,0,117,0,515272,171493,0,0,0,318,0,0,0,1,68,0,1,0,0,1,0
269,210000,12,61770,111,1,3,29,1,0,0,1,0,0,100,0,515272,171519,0,0,0,318,0,0,0,1,68,0,1,0,0,1,0
270,305000,13,40000,91,1,3,48,1,0,0,1,0,0,143,0,515294,181055,0,0,0,307,0,0,0,1,24,0,1,0,0,1,0
271,142500,12,121500,99,1,3,24,1,0,0,1,0,0,73,1,515311,188524,0,0,0,310,0,1,0,0,44,0,1,0,0,1,0
272,134000,12,127300,81,1,3,31,1,0,0,1,0,0,102,0,515313,191126,0,0,0,310,0,1,0,0,19,0,0,0,1,0,1
273,230000,12,155000,21,2,4,31,1,0,0,1,0,0,141,1,515341,191550,0,0,0,310,0,0,1,0,23,0,0,1,0,1,0
274,100000,12,95000,151,1,1,28,1,0,0,1,0,0,69,1,515361,189231,0,0,0,310,0,1,0,0,17,0,1,0,0,0,1
275,90000,11,85500,96,1,1,27,1,0,0,1,0,0,60,1,515397,190295,0,0,0,310,0,1,0,0,29,0,1,0,0,0,1
276,91000,11,85500,96,1,1,27,1,0,0,1,0,0,60,1,515397,190295,0,0,0,310,0,1,0,0,29,0,1,0,0,0,1
277,215000,12,64904,7,2,3,28,1,0,0,1,0,0,124,0,515436,186616,0,0,0,310,0,1,0,0,24,0,0,0,1,0,1
278,120000,12,105000,101,1,2,25,1,0,0,1,0,0,73,1,515470,180732,0,0,0,307,0,1,0,0,41,0,1,0,0,0,1
279,73000,11,66500,101,1,1,21,0,0,0,0,0,1,38,0,515477,190193,0,0,0,310,0,0,1,0,29,0,1,0,0,0,1
280,249950,12,172000,131,1,2,30,1,0,0,1,0,0,100,0,515564,171507,0,0,0,318,0,0,0,1,34,0,1,0,0,1,0
281,148000,12,122000,69,1,3,49,1,0,0,1,0,0,111,1,515567,190635,0,0,0,310,0,0,1,0,35,0,0,0,1,1,0
282,124000,12,117800,46,1,3,33,1,0,0,1,0,0,84,1,515578,170773,0,0,0,318,0,1,0,0,72,0,1,0,0,0,1
283,136000,12,129200,91,1,2,33,1,0,0,1,0,0,76,1,515580,176231,0,0,0,313,0,1,0,0,51,0,1,0,0,0,1
284,85000,11,72000,66,1,1,32,1,0,0,1,0,0,65,1,515588,185934,0,0,0,310,0,1,0,0,7,0,1,0,0,0,1
285,128000,12,103000,43,1,2,44,6,0,1,0,0,0,65,1,515621,176632,0,0,0,313,0,1,0,0,16,0,1,0,0,0,1
286,214000,12,168000,101,1,3,34,1,0,0,1,0,0,93,0,515636,171095,0,0,0,318,0,0,1,0,44,0,1,0,0,1,0
287,108500,12,102500,31,1,2,27,1,0,0,1,0,0,83,1,515655,179540,0,0,0,307,0,0,1,0,39,0,1,0,0,0,1
288,138000,12,124200,91,1,2,30,1,0,0,1,0,0,85,1,515664,180411,0,0,0,307,0,1,0,0,38,0,1,0,0,0,1
289,73500,11,62475,15,1,1,33,2,1,0,0,0,0,30,0,515667,177434,0,0,0,313,0,1,0,0,36,0,0,0,1,0,1
290,79000,11,71100,12,1,1,28,2,1,0,0,0,0,34,1,515678,174857,0,0,0,313,0,1,0,0,8,0,0,0,1,0,1
291,167000,12,150300,91,1,2,27,1,0,0,1,0,0,78,1,515683,173150,0,0,0,318,0,1,0,0,44,0,1,0,0,0,1
292,97000,11,85000,18,1,2,35,1,0,0,1,0,0,70,1,515718,189593,0,0,0,310,0,1,0,0,17,0,0,0,1,0,1
293,220000,12,40000,71,1,3,42,1,0,0,1,0,0,113,0,515747,177060,0,0,0,313,0,0,1,0,22,0,0,1,0,1,0
294,242000,12,170000,66,1,3,35,5,0,0,0,1,0,97,0,515761,173678,0,0,0,318,0,0,1,0,26,0,0,1,0,1,0
295,153000,12,126800,6,2,2,42,1,0,0,1,0,0,72,1,515766,190982,0,0,0,310,0,0,0,1,26,0,0,1,0,1,0
296,134950,12,107000,101,2,2,29,1,0,0,1,0,0,90,1,515781,189797,0,0,0,310,0,0,1,0,44,0,0,1,0,1,0
297,110000,12,104500,91,1,2,33,1,0,0,1,0,0,68,1,515788,188952,0,0,0,310,0,1,0,0,23,0,1,0,0,0,1
298,126500,12,119000,81,1,2,29,1,0,0,1,0,0,61,1,515789,180954,0,0,0,307,0,1,0,0,31,0,1,0,0,0,1
299,240000,12,120000,66,1,4,32,1,0,0,1,0,0,141,1,515799,190585,0,0,0,310,0,0,0,1,31,0,0,1,0,1,0
300,154000,12,38000,51,1,2,28,1,0,0,1,0,0,55,0,515828,173857,0,0,0,318,0,1,0,0,45,0,1,0,0,1,0
301,130000,12,116000,71,1,2,26,1,0,0,1,0,0,78,1,515852,181375,0,0,0,307,0,0,0,1,44,0,1,0,0,1,0
302,178000,12,28000,71,1,3,52,1,0,0,1,0,0,93,0,515924,183218,0,0,0,307,0,0,1,0,15,0,0,1,0,1,0
303,106000,12,100700,71,1,1,28,1,0,0,1,0,0,45,1,515928,188741,0,0,0,310,0,1,0,0,32,0,0,1,0,0,1
304,130000,12,123500,51,1,2,39,1,0,0,1,0,0,72,1,515967,179777,0,0,0,307,0,1,0,0,64,0,1,0,0,0,1
305,120500,12,90000,101,1,1,34,1,0,0,1,0,0,62,1,515967,179777,0,0,0,307,0,1,0,0,64,0,1,0,0,0,1
306,210000,12,120000,91,1,2,35,1,0,0,1,0,0,66,1,516005,173448,0,0,0,318,0,1,0,0,76,0,1,0,0,0,1
307,132500,12,119250,121,1,1,34,1,0,0,1,0,0,59,1,516026,171098,0,0,0,318,0,1,0,0,27,0,1,0,0,1,0
308,156000,12,111150,71,1,3,42,1,0,0,1,0,0,80,1,516077,190142,0,0,0,310,0,0,0,1,25,0,1,0,0,1,0
309,155000,12,139500,101,1,2,35,0,0,0,0,0,1,60,1,516080,176147,0,0,0,313,0,0,1,0,47,0,1,0,0,1,0
310,117000,12,111000,111,1,2,31,1,0,0,1,0,0,60,1,516133,180318,0,0,0,307,0,1,0,0,19,0,1,0,0,0,1
311,145000,12,130500,101,1,2,25,1,0,0,1,0,0,59,1,516162,180066,0,0,0,307,0,1,0,0,36,0,1,0,0,0,1
312,106000,12,86000,66,1,2,32,1,0,0,1,0,0,45,1,516195,187857,0,0,0,304,0,0,1,0,7,0,0,1,0,0,1
313,160000,12,136000,101,1,2,29,1,0,0,1,0,0,78,1,516235,175686,0,0,0,313,0,0,0,1,32,0,1,0,0,1,0
314,112000,12,84000,71,1,2,34,1,0,0,1,0,0,77,1,516247,177175,0,0,0,313,0,1,0,0,5,0,1,0,0,0,1
315,129950,12,106000,33,1,1,31,5,0,0,0,1,0,38,1,516306,170580,0,0,0,318,0,1,0,0,33,0,1,0,0,0,1
316,165950,12,145950,71,1,3,26,1,0,0,1,0,0,103,1,516315,189439,0,0,0,310,0,0,0,1,24,0,0,0,1,1,0
317,163000,12,22500,31,1,2,56,1,0,0,1,0,0,85,0,516404,170414,0,0,0,318,0,1,0,0,45,0,0,1,0,0,1
318,260000,12,231000,101,1,3,31,1,0,0,1,0,0,134,1,516404,180838,0,0,0,307,0,0,0,1,55,0,1,0,0,1,0
319,133000,12,35000,101,1,2,34,1,0,0,1,0,0,89,1,516470,180362,0,0,0,307,0,1,0,0,60,0,1,0,0,1,0
320,173000,12,50411,96,1,2,32,1,0,0,1,0,0,78,0,516512,180241,0,0,0,307,0,1,0,0,60,0,1,0,0,0,1
321,244000,12,219550,91,2,3,35,1,0,0,1,0,0,137,0,516583,180056,0,0,0,307,0,0,0,1,65,0,1,0,0,1,0
322,252000,12,117300,96,1,3,36,1,0,0,1,0,0,115,0,516606,179197,0,0,0,307,0,0,0,1,37,0,1,0,0,1,0
323,132000,12,112000,101,1,1,27,1,0,0,1,0,0,54,1,516614,180093,0,0,0,307,0,1,0,0,68,0,1,0,0,0,1
324,230000,12,95618,96,1,2,35,1,0,0,1,0,0,99,0,516627,179822,0,0,0,307,0,0,0,1,63,0,1,0,0,1,0
325,229000,12,44939,96,2,2,43,1,0,0,1,0,0,97,0,516635,179573,0,0,0,307,0,0,0,1,64,0,1,0,0,1,0
326,200000,12,180000,1,2,2,25,0,0,0,0,0,1,84,1,516644,180642,0,0,0,307,0,1,0,0,25,0,1,0,0,0,1
327,131000,12,117900,101,1,1,30,2,1,0,0,0,0,70,1,516647,180300,0,0,0,307,0,1,0,0,37,0,0,0,1,0,1
328,117500,12,105750,101,1,1,25,1,0,0,1,0,0,50,1,516685,180508,0,0,0,307,0,1,0,0,93,0,0,0,1,0,1
329,222000,12,180000,101,1,3,25,1,0,0,1,0,0,103,1,516687,179674,0,0,0,307,0,0,0,1,69,0,1,0,0,1,0
330,145000,12,115000,64,1,3,26,6,0,1,0,0,0,94,0,516689,190677,0,0,0,310,0,0,1,0,21,0,0,0,1,1,0
331,101000,12,90900,31,1,1,34,2,1,0,0,0,0,41,1,516691,181672,0,0,0,307,0,1,0,0,12,0,0,1,0,0,1
332,197000,12,170000,96,1,2,30,1,0,0,1,0,0,79,1,516745,179205,0,0,0,307,0,0,0,1,37,0,1,0,0,1,0
333,245000,12,140000,36,1,3,29,1,0,0,1,0,0,162,0,516749,181752,0,0,0,307,0,0,0,1,48,0,0,1,0,1,0
334,168500,12,140000,66,1,2,23,1,0,0,1,0,0,56,1,516751,174327,0,0,0,318,0,1,0,0,36,0,0,0,1,0,1
335,223000,12,140000,71,1,3,26,1,0,0,1,0,0,109,1,516752,188606,0,0,0,310,0,0,1,0,21,0,0,0,1,1,0
336,210000,12,120000,91,1,2,37,1,0,0,1,0,0,86,1,516764,179381,0,0,0,307,0,0,0,1,37,0,1,0,0,1,0
337,182000,12,150000,46,1,2,32,1,0,0,1,0,0,103,0,516777,174415,0,0,0,318,0,1,0,0,57,0,1,0,0,0,1
338,249950,12,69186,91,1,3,31,1,0,0,1,0,0,99,0,516867,179287,0,0,0,307,0,0,0,1,58,0,1,0,0,1,0
339,295000,13,250750,31,2,2,41,1,0,0,1,0,0,125,0,516893,192093,0,0,0,310,0,0,0,1,7,0,0,1,0,1,0
340,310000,13,90000,91,1,3,36,1,0,0,1,0,0,110,0,516906,179693,0,0,0,307,0,0,0,1,48,0,1,0,0,1,0
341,135000,12,128250,71,1,2,32,1,0,0,1,0,0,51,1,516987,170329,0,0,0,318,0,1,0,0,23,0,1,0,0,0,1
342,423000,13,340000,81,2,4,32,1,0,0,1,0,0,154,0,516999,180664,0,0,0,307,0,0,1,0,19,0,0,0,1,1,0
343,390000,13,125000,121,1,4,43,1,0,0,1,0,0,145,0,517009,170132,0,0,0,318,0,0,0,1,49,0,1,0,0,1,0
344,143000,12,135850,91,1,1,30,1,0,0,1,0,0,54,1,517014,179786,0,0,0,307,0,1,0,0,48,0,1,0,0,0,1
345,305000,13,73015,101,1,3,30,1,0,0,1,0,0,132,0,517035,170150,0,0,0,318,0,0,0,1,49,0,1,0,0,1,0
346,140000,12,75000,101,1,1,29,1,0,0,1,0,0,53,1,517037,180261,0,0,0,307,0,1,0,0,70,0,0,0,1,0,1
347,112000,12,106400,17,1,1,23,2,1,0,0,0,0,33,1,517079,180367,0,0,0,307,0,1,0,0,59,0,0,0,1,0,1
348,175000,12,27023,31,1,2,37,1,0,0,1,0,0,84,0,517083,181959,0,0,0,307,0,1,0,0,45,0,0,0,1,0,1
349,175000,12,97977,31,1,2,37,1,0,0,1,0,0,84,0,517083,181959,0,0,0,307,0,1,0,0,45,0,0,0,1,0,1
350,93000,11,88300,101,1,1,26,0,0,0,0,0,1,51,1,517104,191481,0,0,0,310,0,1,0,0,23,0,0,1,0,0,1
351,194000,12,40000,71,1,3,51,1,0,0,1,0,0,152,0,517107,189982,0,0,0,310,0,0,1,0,21,0,0,1,0,1,0
352,136500,12,106500,101,1,1,31,1,0,0,1,0,0,45,0,517116,167126,0,0,0,936,0,1,0,0,14,0,1,0,0,0,1
353,179950,12,120000,68,1,3,37,0,0,0,0,0,1,93,0,517120,190629,0,0,0,310,0,0,1,0,23,0,0,1,0,1,0
354,207000,12,110000,66,2,3,32,1,0,0,1,0,0,127,1,517121,189289,0,0,0,310,0,0,1,0,22,0,0,1,0,1,0
355,106000,12,79000,41,1,2,27,1,0,0,1,0,0,57,1,517147,187764,0,0,0,304,0,1,0,0,23,0,0,1,0,0,1
356,277000,13,85489,76,1,4,42,1,0,0,1,0,0,151,0,517162,188542,0,0,0,304,0,0,1,0,15,0,0,1,0,1,0
357,360000,13,135000,66,1,3,36,1,0,0,1,0,0,133,0,517167,174592,0,0,0,318,0,0,1,0,26,0,0,1,0,1,0
358,99950,12,91950,66,1,2,24,1,0,0,1,0,0,72,1,517224,183672,0,0,0,307,0,1,0,0,31,0,1,0,0,0,1
359,167000,12,132000,66,1,3,30,1,0,0,1,0,0,103,0,517295,185343,0,0,0,304,0,0,0,1,28,0,0,1,0,1,0
360,281000,13,205000,66,2,5,33,1,0,0,1,0,0,185,0,517327,186840,0,0,0,304,0,0,1,0,21,0,0,1,0,1,0
361,180000,12,110000,71,1,3,41,0,0,0,0,0,1,97,0,517329,191010,0,0,0,310,0,0,1,0,24,0,1,0,0,1,0
362,149950,12,75000,96,1,1,29,1,0,0,1,0,0,55,1,517360,179128,0,0,0,307,0,1,0,0,34,0,1,0,0,0,1
363,190000,12,156000,91,1,1,28,1,0,0,1,0,0,85,1,517368,174078,0,0,0,318,0,1,0,0,65,0,1,0,0,0,1
364,207500,12,127500,64,1,3,36,1,0,0,1,0,0,98,0,517373,190881,0,0,0,310,0,0,1,0,24,0,0,1,0,1,0
365,113450,12,102000,68,1,2,35,1,0,0,1,0,0,58,1,517378,185487,0,0,0,304,0,1,0,0,33,0,0,0,1,0,1
366,113950,12,102555,68,1,2,35,1,0,0,1,0,0,58,1,517378,185487,0,0,0,304,0,1,0,0,33,0,0,0,1,0,1
367,120000,12,114000,101,1,1,31,1,0,0,1,0,0,41,1,517391,181375,0,0,0,307,0,1,0,0,24,0,1,0,0,0,1
368,175000,12,51898,86,1,2,32,1,0,0,1,0,0,72,0,517416,178516,0,0,0,307,0,1,0,0,54,0,1,0,0,0,1
369,168000,12,150000,96,1,2,30,1,0,0,1,0,0,75,1,517419,178480,0,0,0,307,0,1,0,0,76,0,1,0,0,0,1
370,250000,12,130000,101,2,3,34,1,0,0,1,0,0,122,0,517446,180525,0,0,0,307,0,1,0,0,12,0,0,0,1,0,1
371,105000,12,94500,31,1,2,30,1,0,0,1,0,0,74,1,517451,186480,0,0,0,304,0,1,0,0,44,0,1,0,0,0,1
372,138000,12,123000,36,1,2,30,1,0,0,1,0,0,75,1,517533,167376,0,0,0,314,0,1,0,0,83,0,1,0,0,0,1
373,275000,13,79968,91,1,3,32,1,0,0,1,0,0,106,0,517548,179189,0,0,0,307,0,0,0,1,51,0,1,0,0,1,0
374,190000,12,100000,31,1,2,36,2,1,0,0,0,0,84,0,517575,173955,0,0,0,318,0,1,0,0,16,0,0,0,1,0,1
375,161000,12,80000,31,1,1,36,1,0,0,1,0,0,64,1,517577,171818,0,0,0,318,0,1,0,0,7,0,1,0,0,0,1
376,172000,12,129000,51,1,3,45,1,0,0,1,0,0,102,0,517598,163690,0,0,0,314,0,0,1,0,20,0,0,1,0,1,0
377,103000,12,46000,11,1,1,37,6,0,1,0,0,0,49,1,517600,183703,0,0,0,304,0,1,0,0,37,0,1,0,0,0,1
378,111000,12,105450,71,1,2,35,6,0,1,0,0,0,61,1,517601,188712,0,0,0,304,0,1,0,0,17,0,1,0,0,0,1
379,114000,12,104000,71,1,2,40,1,0,0,1,0,0,72,1,517622,164589,0,0,0,314,0,1,0,0,30,0,1,0,0,0,1
380,125500,12,119225,126,1,1,28,6,0,1,0,0,0,55,1,517630,167319,0,0,0,314,0,1,0,0,41,0,1,0,0,0,1
381,169000,12,80000,66,1,3,58,1,0,0,1,0,0,120,0,517685,187336,0,0,0,304,0,0,0,1,26,1,0,0,0,1,0
382,200000,12,135000,71,1,5,41,1,0,0,1,0,0,164,0,517711,164815,0,0,0,314,0,0,1,0,4,0,0,1,0,1,0
383,192000,12,172800,5,1,2,30,1,0,0,1,0,0,83,0,517729,171246,0,0,0,314,0,1,0,0,16,0,0,0,1,0,1
384,165000,12,95000,63,1,4,39,1,0,0,1,0,0,112,0,517766,192416,0,0,0,310,0,0,0,1,11,0,1,0,0,1,0
385,150000,12,140000,101,1,2,32,1,0,0,1,0,0,75,0,517794,167770,0,0,0,314,0,1,0,0,43,0,1,0,0,0,1
386,120000,12,100000,21,1,1,57,0,0,0,0,0,1,34,0,517808,167688,0,0,0,314,0,1,0,0,71,0,0,0,1,0,1
387,122500,12,65000,101,1,1,28,1,0,0,1,0,0,55,0,517808,167688,0,0,0,314,0,1,0,0,71,0,1,0,0,0,1
388,235000,12,211500,2,2,3,29,1,0,0,1,0,0,110,1,517817,168908,0,0,0,314,0,0,0,1,20,0,0,0,1,1,0
389,150000,12,110000,23,1,1,45,0,0,0,0,0,1,56,0,517831,177228,0,0,0,313,0,1,0,0,162,0,0,0,1,0,1
390,176000,12,149600,24,1,2,29,1,0,0,1,0,0,92,1,517833,179027,0,0,0,307,0,0,0,1,69,0,0,0,1,1,0
391,160000,12,110000,101,1,3,35,1,0,0,1,0,0,91,0,517837,164519,0,0,0,314,0,0,0,1,32,0,0,1,0,1,0
392,130000,12,123500,112,1,2,27,1,0,0,1,0,0,66,1,517837,164519,0,0,0,314,0,0,0,1,32,0,0,0,1,1,0
393,255000,12,78288,101,1,3,39,1,0,0,1,0,0,104,0,517840,180514,0,0,0,307,0,0,0,1,63,0,0,0,1,1,0
394,120000,12,75000,66,1,3,29,1,0,0,1,0,0,120,1,517845,182007,0,0,0,307,0,1,0,0,39,0,1,0,0,0,1
